name,country,date,review_score,review_header,review_body
VPSWizard,DE,"Feb 18, 2023",1,Not recommended,Free credit requires a credit card GPU cloud plan not included in the free credit. A minimum deposit of 50$ to try it. High cpu usage not allowed Poor performance compared to Digitalocean or Linode Takes longer than other provider for the VPS to be ready
keddar Boucif,AE,"Feb 17, 2023",1,They stole my funds and never deployed…,They stole my funds and never deployed any server after they blocked my account and I couldn't get refund from paypal Anyonthere just don't use it
Abid Ur Rehman,PK,"Feb 16, 2023",1,Worst ever Customer Service,"Worst ever Customer Support. Tech team is good but Customer Services/Account/Sales team are lazy, senseless and irresponsible."
Mow John,US,"Feb 11, 2023",1,Horrible customer service and more…,Horrible customer service and more importantly their servers are not safe under continuous attack. Tried to get help from support which are not helpful at all.
Manny ceniceros,US,"Feb 9, 2023",1,HORRIBLE CUSTOMER SERVICE,"Took down my server because I did not finish filling out my customer dashboard. I run a hosting company and use them to host over 50+ websites !!! This is ridiculous , 2nd time this happens due to horrible support. STAY AWAY from this company!"
Harold Operation,EE,"Feb 7, 2023",1,This is a scam they told it's a free…,This is a scam they told it's a free 250 credits? Now the freaking try to charge me 50 dollars or suspended my account without reason? This is ridiculous don't trust it please report to website.
شادي جعفر Shadi Gaafar,FR,"Updated Feb 22, 2023",5,Very good. super fast. very recommeded,"I don't know why it has bad reviews, my experience was very good. I have tested many hosting sites, this is very fast. I'm very happy with it. Speed is what matter."
Makaveli Immortal,BR,"Feb 6, 2023",1,A big bait,"A big shame on these cheaters. When you try to just link your credit card to the $0.00 deposit, they force you to deposit an amount of $5 or higher. That way you will never get the $250 free trial for free. That's a big scam."
Rodrig M,CA,"Feb 2, 2023",1,Promotion codes do not work,"Sign up for a free account with the promise to get 250$ in credit. Once the account is created the promo code is only valid once you add a credit card. However, after trying multiple cards all of them report ""This card is not eligible for free credit promotions."" failing to give the credit promised at the signup."
Gafina Ceista,ID,"Feb 2, 2023",1,This service is scam,This service is scam. I got $200 balance but the description only used can 50$. I have opened ticket to request but they forced to give my business information. Vultr for the first me before sign up didn't describe the vultr account individual or business. And the balance is didn't work.
Margaret Gel,US,"Feb 2, 2023",5,It's fine. Just don't try to abuse the free credit.,"First VPS host I've ever used. I have to admit, I was scared. But if you just want to run a WordPress instance, it's really simple. One-click install, and it's easy to set everything up. If you're looking to learn Linux server administration for web, this is a good place to do it. They have guides on how to secure your server: install Fail2Ban, get everything set up and secured with ssh. You need to read a little, but you'll get it. As for the charges? I've been here for a month, and, no funny business. Nothing went wrong. I got a $6 VPS and that was it. No downtime; no overcharging like everybody else said. Didn't run into any of the problems other people are talking about, here. Will continue using them. NOTE: I found a place to sign up to get a $250 free credit. Credit expires a month after sign up. Mine still hasn't expired; but, I haven't run into any problems, and the bill for the first month has already been paid, so :?"
Ali Raza,PK,"Jan 30, 2023",1,Vultr new Bandwidth System is just a…,"Vultr new Bandwidth System is just a trash. If you buy a VPS with 2TB Bandwidth and I use that vps for downloading/uploading my files then vultr will charge for bandwidth if i overuse it doesn't matter if i have 2TB bandwidth that 2TB bandwidth will be given to my account every hour like first hours its 3 GB then next it will be 6GB but if i exceed this within an hour then vultr charge you for the overusage of bandwidth which is bad idea loosing customers. I would say vultr is now a trash its better to use Google, Amazon AWS or DigitaloCean atleast those platforms are best. WELL VULTR IS JUST A GOLD-DIGGER NOW!!! THEY JUST WANT YOUR MONEY IT DOESNT MATTER WHAT YOU WANT!"
Bob,CO,"Jan 22, 2023",1,Awful experience,"Awful experience. Can't even link my credit card. They say they accept Visa, and I have a Visa infinite, the highest tier card that Visa offers, and Vultr say that they don't accept it. So I go to find a customer service chat, every VPS provider worth using should have someone you can contact when things go wrong, right? Well apparently not Vultr. This is a pretty clear sign not to use them. I'll find someone else to give $3k/m in server fees to."
Carolane Baeyard,FR,"Jan 17, 2023",1,big scam,this website are a scam dont buy it they ask you verify your id after 2 days after send all your id and card they suspend your server and dont reply and never understand i cant send my expired credit card ? what wrong with this site + asking id of my team members its this site stole your id never trust this site ah yes little edit ( i pay 250$ with my card to have suffisent fund to pay my server cant get refund ) Carolane Baeyard
Alt BolaB,US,"Jan 16, 2023",1,They scam and steal your money!,"I got 250$ credit then, after a few days they started asking for my personal information and started charging me 600 dollars for literally nothing."
Avery Hyden,US,"Jan 16, 2023",1,they gave me 100$ credit for what was…,"they gave me 100$ credit for what was my first time, they didnt claim I used duplicate accounts like the other reviews said no they just removed the extra credit given to me, and told me I owed them money, though luckily i stopped them from charging me through my bank, they tried to charge me 650 for a 22$ balance they claimed I owed after removing 100$ from my account, and terminated my account 3 days later after using a total of 89$ of vms from what should have been 105 (my 5$ deposit plus 100 bonus) the termination of my account was because they wanted to verify my identity and the payment bounced"
Minh Han,VN,"Jan 14, 2023",1,You should not use Vultr bandwidth will…,You should not use Vultr bandwidth will charge beautiful way. My account limit is 250 usd. For instance I subscribed 160/month. My credit card has been charged nearly 500 USD and cannot be removed. Until now just nearly 14 days. No control over your bandwidth until you run out of money. Im still stuck for full refunds with their support team.
sanket mangukiya,CZ,"Jan 10, 2023",1,vulture review(un organized company),I am not able to create a billing profile and nobody from support is there to guide me out.
Ankush Mittal,IN,"Updated Jan 5, 2023",1,Horrendous Support & Lack of Concern of Customers,"Horrendous policies, they offer credit for a month or so to entice you and for some weird reasons if their algorithm flags it as a duplicate account ""different email ID but account is duplicate"" fake marketing to entice you into using their services. Customer support sending automated messages even after charging an arm and a leg, horrendous support and complete lack of concern for customers. Update: Their response here is case and point of the same lack of concern shown for customers. Not once did they bother informing of the same and can’t show proof of the same. Any companies which reverts to “Terms of Service” for something like this when I can clearly prove that my account is unique shows that their interest is in frauding consumers."
Fabien Enez,AU,"Jan 4, 2023",1,"Stuck at ""Installing"" status for over an hour.","Stuck at ""Installing"" status for over an hour. Won't let me destroy the server, won't let me restart. It says ""Unable to destroy VPS: Unable to remove VM: Server is currently locked"" whilst eating my money away every hour."
PauloSalva,MZ,"Dec 29, 2022",5,So far so good,So far so good. Please help me with [Ticket:QUO-93TYQ]
Joel Howell,US,"Dec 27, 2022",5,Ignore the bad Reviews!,"I'm shocked to see how many poor reviews Vultr is receiving. Vultr is by far one of the best independent cloud infrastructure providers available on the market. I have NEVER had an issue with account credits, support, or anything else. This year alone they opened 8 data centers across the globe. Additionally, they are constantly adding new features to the platform. Lots of reviews on here have labeled Vultr as a scam but it is quite the opposite. I only wish they offered DDOS proteciton by default (without charging extra). I have been using them for almost two years and I have never had an issue."
oshi,UA,"Dec 26, 2022",1,Get ready for removing your bonus and…,Get ready for removing your bonus and stopping your account with charging up for next month.
FARID TV,GB,"Dec 22, 2022",1,free credit its a scam stay away,free credit its a scam stay away once you linked your credit card and paid 10 dollars the fake free credits will disappears off your account and charge you directly
Sergey,JP,"Dec 21, 2022",1,Really strange (fake) company,"Really strange company, Support have no answer for 4 days!! always for Your address information is incomplete! Click here to update your address information no TT invoce, only bank account, i think its fake"
Junchuan Wang,US,"Dec 19, 2022",1,Account removed with no explanation,"I register because they offer promotion credits. I will have to deposit $10 to get that credit. But my Account was later flagged as duplicate for no reason, and the customer support offer no explanation! Just throw over a webpage saying I violated terms. Why would what I did violate any of the terms?"
Sarthak Bansal,IN,"Dec 17, 2022",1,I have opened my startup's account on…,"I have opened my startup's account on Vultr. I have summited all the required companies documents. After 3 days, Vultr told me that they are removing credits from my account becuase their system flagged it as duplicate. I don't understand how this is possible. We are moving our business to Digital Ocean."
Austin,US,"Dec 11, 2022",1,Credits Are A Scam,I signed up for Vultr and used their promo to try out the service since it’s my first time. However they terminated my account and are trying to charge me $250 of my own money. Please close my account and delete the invoice.
Michael Faherty,US,"Dec 3, 2022",1,The support removed my account's $250…,The support removed my account's $250 credit because they said I had a duplicate account (linking me to some random email that has nothing to do with me). When I asked them to provide proof and that this random account would be fraudulent if they shared the same payment information. Vultr claimed they don't have access to card information to verify after all.
Departure,ID,"Nov 30, 2022",1,Very bad,"Very bad, don't ever try vultr or accepting their promos or discount. Right after create new account and depositing $5 to my account, then it blocked by vultr team without proper reason. I never try vultr before, then I get my experience now. No wonder the rating 2.1 in trust pilot. Never professional and only want user money"
Nilsen,GB,"Nov 29, 2022",1,Endless verifications,"Endless verifications, they want to see all my credit cards, even the ones that was not accepted by them. And seems very unprofessional, they keep sending links to their terms&conditions etc that show as not found 404"
Paul,GB,"Nov 29, 2022",5,Sollid hosting with no issues for years,"I've used Vultr for hosting multiple virtual machines since at least 2017. Mainly for webhosting, but sometimes hosting light-weight game servers. Have used VMs, DNS, Firewall and block storage with them. In that time I've had no downtime that I've noticed - I've had one support ticket, asking for SMTP to be opened which it was. One of my servers is about to be binned off due to the OS going end of life in 4 or 5 months so have done a quick search about to explore new possibilities while planning to replace it. Actually shocked to see so many bad reviews on here - and people complaining about being asked to provide ID, I don't remember ever having to do that. But I understand why Vultr would ask, don't really want a load of scammers hosting fake ads and tech support scams and malware so quite reasonable IMO. Either way I'll be spinning up a new VM over the next month or so and it'll be back at Vultr as at least in the mid-range tiers which I use the pricing is competitive and I know they've got rock solid reliability."
Phil Wood,NZ,"Nov 24, 2022",5,Just going to break up this little…,Just going to break up this little negative review party we got going on and say that I have used Vultr for years now and I have never found an issue with their service.
Cervi Boy,PT,"Updated Nov 19, 2022",2,Unhelpful Costumer Service,"I opened an account and gave access to a friend who knows hows to setup a server (he already had created one account before). As intended, I received bonus funds from a promotion they were offering, but immediately removed them because they considered my account a secondary one. They asked for my country’s ID and photo of the card associated, but I had tested some cards who got rejected so ended up using Paypal witha Revolut virtual card associated, so I sent them a print of it showing the transaction too. They didn’t accepted as enough as asked for a picture of me with my ID (which I’ve sent) and then pictures of all the cards I had tested while attempting to pay, which doesn’t make sense since they got rejected (I’ve only sent a screenshot of the same card as I didn’t find a site of the official provider with my name alongside the virtual card). Then they answered saying they will suspend my account and I don’t if I’m going to get my initial $5 back. Edit: they did refund my $5."
Quốc Danh,VN,"Nov 11, 2022",4,Pretty good VPS provider.,"Pretty good VPS provider. Options are available for configurations. It is not possible to manually select how many CPU, Ram or SSD. But the price and configuration are ok."
Richard Skinner,GB,"Nov 10, 2022",1,I tried to open an account to migrate…,"I tried to open an account to migrate my business website to the cloud. After taking my money, they decided to lock my account for ""verification"" and refuse to refund me. In the meantime, I had to sign up with another provider. I've not actually managed to use the service. It feels like a bit of a scam."
Ö.Faruk KAYA,TR,"Updated Nov 14, 2022",1,They didn't give me a $200 promotion…,"They didn't give me a $200 promotion even though I sent them all my ID card/all my credit cards/selfie photo DON'T BELIEVE, THEY DEFINITELY DON'T GIVE LIE PROMOTION vultr.com - a scam site, they sell our credentials to others 15/11/2022 Your site, I do not have any other membership, I don't have a different membership registered to my identity / credit cards or e-mail address, you saw this too There are hundreds of thousands of people with the same name, you wrote me the names of the e-mail address where my name is mentioned and said that these are your memberships, but in reality those memberships do not belong to me, you know very well. Although you know this situation, first you said that we will manually approve the photo of your ID / selfie photo / all my credit cards, I sent them all and then you lied that you have another membership."
Joao Araújo,DE,"Nov 2, 2022",1,The credits are a joke and do not work,The credits are a joke and do not work. They took three credit card numbers in their website and it did not work. It blocked me and is asking for my photo and photo of my credit cards. Oh Noooo ! Now I am really worried about some many worst experiences here.
Hoàng Minh,VN,"Nov 2, 2022",1,Charge credit card $25 but account empty,i dont use their services for 1 - 2 month. To day they charge my credit card $25. I check my account but it's empty. Dont recommend u guys use this services
Youssef B.,MA,"Oct 31, 2022",1,"Don't use Vultr, I don't recommend it!","Very bad experience, the SMTP port is blocked by default, and we have to answer several questions ""in detail"" to hope for the unblocking of the SMTP port! A waste of time and money."
Ken Ng,GB,"Oct 30, 2022",1,Totally a disgrace.,"Totally a disgrace. I top up $10 and hosted my website on their server. Suddenly, my account was locked and a support ticket appeared asking for photo ID and a photo of the credit card I used. I submitted my ID and told them the credit card that I previously used was compromised as it was used by someone else in a separate credit card fraud incident and I had been issued a new card. I upload an image of my new card. They then immediately terminated my account with no reason whatsoever. Do not use then unless you want to waste your time dealing with these cowboys who have no regard for their customers"
Rakesh Reddy,IN,"Updated Oct 26, 2022",1,vultr deducting money from card without any information,"i sign in for trial by seeing ad free trail of 100 usd , i just logged in to see how the control plane of vultr look like .Then they asked card for verification but with out any information they have deducted 10 usd from my card and even my account is not activated . Just now after I got my refund but Becareful guys when you ad payment card for verification purpose , if you want to take risk it is up to you . I had a bad expirence with vultr on day 1 it self"
Ranjan,IN,"Oct 11, 2022",1,i was lured with coupon code with…,i was lured with coupon code with credit amount but it is a trap.
D. Nechtan,GB,"Oct 8, 2022",1,Absolutely outrageous.,"Absolutely outrageous. I signed up for an account and tried to add a credit card (they had an offer on where they matched how much you top up your account by a certain percentage if you add a credit card). It wouldn't accept the Visas I tried but eventually it did accept a Mastercard. Great, I thought! I topped up by $50 but after taking the funds, my account was locked and a support ticket appeared asking for photo ID and a photo of the credit card I used. I thought it strange but immediately complied. It took 22 hours before they reviewed what I had submitted before deciding they wanted photos of me holding the credit card next to my face! I wasn't prepared to wait over the weekend while they did whatever they needed to do so I requested a refund and the closure of my account."
peppe peppe,IT,"Oct 5, 2022",1,DONT BUY FROM THIS SITE,"DONT BUY FROM THIS SITE, THEY STOLEN ME 225$. THE SERVICE WAS REALLY BAD AND THEY CLOSED MY ACCOUNT BECAUSE I WAS ASKING FOR A REFUND."
ahmed shaaban,EG,"Sep 27, 2022",1,Very bad customer service and the worst…,"Very bad customer service and the worst company customer loyalty program. there is no appreciation, easily they can lock your account"
Honest Reviewer,GB,"Sep 20, 2022",1,Terrible customer service potential fraud.,"Terrible customer service. When i closed down my company i asked them on a ticket to close my account down and ensure no further payments were made. Someone said they would do that. With all the other companies i contacted they repaid any owed money and closed the account down. A few months later i noticed they were still taking payments. I created aa new ticket and they said that in the first ticket they gave me instructions about how to shut down the server. I missed that and they were not very clear, plus i'm not technical and i no longer had a dev to help me. At this point, you'd expect them to apologise for not switching it all down and pay back the money they had taken. No, they insisted that i owed them more money. Absolutely terrible customer service, idiotic behaviour. First time i've been compelled to write a negative review but they fully deserve it. All the other companies i contacted who credited my account and were helpful will get my business again - this company will not. I now have to contact my banks fraud department, more wasted time for everyone involved. Don't reply Vultr, you've been called out for being terrible."
선강민,KR,"Sep 16, 2022",1,Stealing promotion credit,"Stealing promotion credit They gave me credit, but suddenly it's gone and chaged the bill. do not trust the promotion."
MJC,US,"Sep 14, 2022",5,My experience has been very positive…,"My experience has been very positive over the last few years with the server, firewall, load-balancing and backup/snapshot capabilities. I've helped a number of small businesses setup their infrastructure on Vultr (WordPress sites, self-hosted docker applications, self-hosted databases, etc...) and everyone has been happy with performance and up-time. I have a number of sites that have been running for years without a hiccup. The Vultr service options and UI are simple to use, it's hard to be confused. I've also had a good experience with their support on several occasions. I plan to continue to use them as long as the service remains reliable like it has, also happy to see they are slowly expanding their portfolio of products and managed services. I plan to try out their managed databases offering and Kubernetes in the near future, I haven't touched those yet. I also have only used US-based datacenters thus far."
Fary,US,"Sep 11, 2022",1,Extremely terrible VPS server!,"Extremely terrible VPS server, what they called a high performance server is not helpful. Always get kicked off line and disconnected from server. I only use my phone to link this VPS server, no other equipments because I need a stable online environment, that's why I built my own VPS. However, this server is extremely dangerous to my working environment!! I hope I can find this website before I purchasing their service. LISTEN TO OTHERS' EXPERIENCES!!"
Phill,PE,"Sep 9, 2022",1,I do not recommend them at all,"I do not recommend them at all, they are going to close the server or close the account, all my work for 1 month in the trash for a stupid accusation and review"
Matt,AU,"Sep 2, 2022",1,Terrible customer support,Terrible customer support. Constant outages. Avoid.
Grigor Baghdasaryan,AM,"Aug 25, 2022",1,"Good services, horrible support.","Although the quality of the services is good, their attitude towards customers is horrible. My account was blocked because I used a VPN to connect it from a ""sanctioned"" country to that I have no relation to. After sending the passport and bank card photos (which is not safe at all) they kept asking more questions and asking for photo ID. And all these questions and the communication and the approach were rude and not customer-centric at all. I am still waiting for the solution. I am their customer for at least 2+ years."
Gerhard Schweiger,BR,"Aug 19, 2022",5,Hard to find better,"I´m a customer for years already, tested every US location, now Brazil, different VPS from the smallest to mid-range, and well, it just works, very good control panel (never saw such a complete and well working one!) and stable vps with clean ip´s ( not blacklisted this DOES matter especially for e-mail) no downtime, you can install virtually any os you like, very good."
zipp,US,"Aug 10, 2022",1,Horrible customer support,"Horrible customer support. Had an issue with one of their own marketplace images, where the error was clearly on their image itself. Sent off a ticket to customer support only to receive a canned reply, which they sent from their knowledgebase; which I had already looked at, and tried every fix. Their support rep didn't even bother to really read the original message I sent. They have yet still to provide a valid response to my ticket and it's still currently open. Worthless support. It's a shame I had originally heard they were good, this is clearly no longer the case."
jack whitely,US,"Aug 2, 2022",1,NEVER EVER use vultr,NEVER EVER use vultr. Appropriate name for the company. There charges are unclear and in order to escape their hell they'll charge you. Do yourself a favor and find a legitimate company.
Michael Lamb,CA,"Aug 1, 2022",1,So I signed up for their $150 credit,"So I signed up for their $150 credit, but it turns out it expired 30 day after offer.... So I email them and give them an opportunity to do the right thing and fix my bill, they do not, and get this... THEY keep billing me! Even though I removed the server I was paying for last month! I thought it was pretty clear I WAS NOT HAPPY and they should close my account, so now its off to PAYPAL to dispute all the charges I gruess."
Crann,IE,"Jul 20, 2022",5,Overall the best VPS provider,"Overall it's the best VPS provider I around. It's cheap, very rare downtime and customer support responds within minutes of a question. They also have amazing guides and tutorials on there website for helping you set up your server which can often come in useful."
jemoeder,NL,"Jul 7, 2022",1,Free credit is a lie,I wanted to run a server and a good start would be to do this with free credit. I worked with them in the past and seemed to be pretty good. When i started my own company i wanted to give it a try but they did not want to give me free credit since my name was already in the system. I have a new company. How can i be in the system? Very bad service and free credit is a lie when your name seems similar with a different name in the system.
Luke Escude,US,"Jun 27, 2022",2,"Lots of downtime, bad support.","Their customer service is pretty bad - They don't have any technicians available on holidays or weekends, so when (not if) your Vultr instances experience downtime or extreme packet loss, you may not hear from anyone for 48 hours+. When you do hear from them, the issue gets fixed then they immediately tell you there was nothing wrong. Before they fix it though, they make you provide MTRs and pings to prove the downtime without actually doing any of it themselves - They like it when you do their jobs for them. We spent thousands a month with them for quite a while on a LOT of virtual servers, and have close to a hundred tickets to prove it. We would have gladly paid more money for better uptime and better support, but eventually just had to move back to our own colocation."
Webtems,US,"Jun 26, 2022",5,Amazing overall.,"I have no clue what everyone is upset about on here, Vultr has been nothing but good to me with their amazing support, fast servers, and to my personal opinion, an easy to use control panel that the competitors wish they had. Without Vultr, my business would be impossible, thanks to them, they've helped me succeed."
Thế Cường,VN,"Jun 24, 2022",1,Vultr blackmails users,"Stay away from Vultr. It's only the middle of the month but they blackmail users by making them pay for the whole month or else they will suspend your server. Although I paid half of the previous amount and the month is not over yet, they suddenly stopped my server, making the website inaccessible and losing users. So stay away from this company and switch to Digitalocean servers. Digitalocean is better and they respect customers more than Vultr."
Esmail EL BoB,EG,"Jun 14, 2022",1,The free credits is a lie,I used affiliate link with $200 to test the platform until I found out it expired after 2 weeks and now I have to pay $68 or they close my account.
Cynthia,GB,"Jun 9, 2022",5,Good and fast servers.,
Tobias Sagmo,NO,"Jun 8, 2022",4,Good when you spend enough money,"Good when you spend enough money, just trying to be honest, been using Vultr for a long time and it had it's ups and downs. There are worse providers out there and there are better ones. So far they've solved all the problems that has occurred during the ride. They are independent from big tech, which is great, they also have plenty of locations which is also great but I do believe small customers are still not treated very good. I spend a lot of money on Vultr and even more recently and I can't help to notice how they've started to treat me better the more I was spending. That said, if you run a business and spend a lot of money on your cloud needs, Vultr is definitely a great choice, with great features and great prices. But if you're a little guy that only needs a few servers I suppose there are better choices."
AcroNymous,NL,"Jun 8, 2022",1,I used to be a customer for a long time…,"I used to be a customer for a long time just until i lost my job due to bad health now they had sent me a warning they would delete my account if i didn't pay; that's fair to be honest but normally when you do business you warn your customer upfront as you used to do so and then give them say like 7 tot 14 days to pay up especially if the customer was a highly payable customer of years before this happened but no, my account and servers got destroyed without any way back, no backup, no company site which i was building to get back on my feet nothing. Shame... now my business is going fine again since the corona period has come to an end and well as far as Vultr... they have shown me who the Vultrs really are here. 12$ autopay failure 4 days and i just needed a day extra to wait for my salary from social welfare... :'("
vy,US,"Jun 7, 2022",4,Will update after 1-2 months of use,"So far my experience has been okay with setting up the servers, no problems as of 06/05/2022. A few problems I experience is with billing and the ""promotion"" they offer. First is that my Credit Card would not be accepted but I haven't receive additional charges (except for one when I added my other card for $2.50). Second issue which feels like a bait and switch to me is that they offer a promotion for a free $100 credit that valid for 30 days but once everything was setup the expiration changed to two weeks. **update** 6/7/2022 - I contacted them about the promotion and they said it was because I used a referral link and not directly from there website which I do not think it is fair but can't do anything."
Adisakdechakul Jirayu,TH,"May 29, 2022",1,Their ads are misleading and are a…,"Their ads are misleading and are a scam, it says starting as low as $2.5 only for cloud compute but after I choose my CPU the price went up to $6 they also rejected my paypal and keep wasting my time so I used other provider instead"
Lynda C.,CA,"May 28, 2022",1,"If I could leave a NEGATIVE 5-star review, I would","My, oh my ... I should have read these reviews FIRST. The thing is - I have used Vultr's servers in the past, via my Cloudways account, but I've never had the displeasure of dealing with their customer service and their shady business practices, until yesterday. Their payment procedures are a convoluted and opaque nightmare, with one goal only - to squeeze the credit card number from you, and get ya into their trap! I tried to use the coupon listed on their website, that promises to double your initial deposit, up to $100. Since I don't like to give my credit card info to any online-only outfit, I decided to use PayPal for this. The payment was declined, but the money was taken from the prepaid card that PayPal was set up to use. This transaction could only be seen on my credit card online account, and nothing on PayPal. I started a ticket with Vultr, asking to be refunded before I proceed with any other payment on my side. Their reply was that this is not their responsibility and that I should use a non-prepaid credit card. I really didn't expect this. And the TONE of their replies, the arrogance ... YIKES!!! These guys are as shady - as they come."
ZribeDev Development,IL,"May 24, 2022",5,Great Service,Great Service! All the stuff are great!
mattias jonsson,SE,"May 16, 2022",1,dont do busines with these,dont do busines with these. the i tryed to get my old account reopened. but they tell me i had violated rules. but they cant tell me wich rule
Nándor Ras,NL,"May 10, 2022",2,I should have trusted these reviews…,"I should have trusted these reviews when migrating my email server from Linode to Vultr with my eyes open. The misery at Vultr is indescribable! A YouTube tutorial told me that for setting up a mail server I should go to Vultr but this turned out to be a lie on all sides! The weird thing is that when you create an account you have to add a payment method and they don't accept that you just want to add it. You must necessarily add a minimum amount of $10 to your account before you can even look at the options from which you want to set up your server. The trouble started when it turned out that the e-mail ports seemed to be blocked by default on newly created servers at Vultr and a ticket was submitted for this by default. Nothing crazy about it! Had to go to Linode too. At Linode, the gates were opened within a day without too much fuss. After 2 minutes I already had a response from a ""System Administrator"" who indicated that the ticket should be forwarded to the account management team for review. About 8 minutes later, however, I got an email back from a Customer Support Representative asking why I wanted the email ports open. After 15 minutes I sent a response explaining that I do not intend to do mass mailing and I only use the mail server for personal purposes. 16 and a half hours later(!!!) I get the response that they don't intend to open the e-mail ports for me after all. The account was too new! I responded within 45 minutes with the message that Vultr then literally turns out to be a useless option for me and I would like a refund of the amount I spent on the server. 2 DAYS AND 4 HOURS LATER I get a response from an account analyst that it is now suddenly possible. ""The SMTP block has been lifted"" was the message. The only thing I had to do was restart the server after which the lifting of the SMTP block would actually take effect. Pressed the ""Restart"" button from my control panel: ""Error encountered while restarting"". I'm not confident I'll get a timely response to this issue from support. I'm going for a Rackspace Email Option at Cloudways! UPDATE: After 15 minutes it is possible to start the server again and the blockage has indeed been removed. All in all a very bad start with Vultr!"
Li Luo,TW,"Updated Apr 14, 2022",1,"terrible vps ,i won't buy vultr any service","terrible ,it's show the error 3 times in 20hrs. Your host node is experiencing a connectivity error and our engineering team is investigating the issue in additional detail. Until this is resolved, you cannot take any actions via the control panel. Your host node is experiencing a connectivity error and our engineering team is investigating the issue in additional detail."
Juan,VN,"Apr 13, 2022",1,They delete my data,"One of my client's websites got a DMCA report, and they asked me to delete the entire website and server, including 5 servers and 10 domains (although some others didn't violate it). They locked my account and gave me 24H to transfer all that data. THAT SUCK"
Stephan C.,ES,"Apr 13, 2022",5,I don't understand all the bad reviews,"I don't understand all the bad reviews. Yes, the $100 test credit is a joke and shouldn't be used, but a VPS at this price and without a contract period is really great. I am completely satisfied and will remain a customer"
V-ron P,IN,"Apr 3, 2022",1,Free credit trial is a scam,"Signed up for Vultr, charged $10 on my card along with getting a $150 trial credit. The credit was revoked right after I nearly used all of it up, leaving me with a $150 bill to pay up. If you have to use their site, use virtual cards that decline transactions after a certain date. But better yet, use Linode or OVH instead."
Jonathan,GB,"Apr 3, 2022",1,"""Free"" trial is a scam","We trialed the service with the free 200 dollar credit, set up some machines that we were only going to use for a couple of days since they bill hourly. Got an e-mail the next day saying that our account was -$45 and we were going to be billed $750 for our ""projected usage"" Needless to say we're not impressed and will not be moving any of our services to this platform."
kim leo,IN,"Apr 3, 2022",1,they simply give you a lucrative offer…,they simply give you a lucrative offer then they will charge from your card without even your permission. I added $10 to my account after that they charged me the first $50 and then $100 within two minutes. The worst part is after that they deleted my account :( PURELY SCAM Never fall for them ever
Ro,RO,"Apr 1, 2022",1,Worst service ever.,"Worst service ever. You need to charge your account to change your card and after that they suspend your account, ask for screenshots, you send them what they asked for and then they need ANOTHER set of pictures with you holding the screenshots. This is legit a scam and abusive company. Don't ever link your card in this scam. They'll take your money and then suspend your account for no reason and put you trough a process of verification which never ends so you just lose your credits while they PROVIDE NOTHING for the money you payed. LITERALLY AVOID THOSE SCAMMERS."
Mike Wang,NL,"Mar 25, 2022",1,This company is a FRAUD,This company is a FRAUD. I can not cancel my subscription and they kept charging me for 13 months and there is nowhere to cancel in on their website. I have to call my bank.
Service Admin hddcoin.bet,IT,"Mar 20, 2022",1,Scam company,"Scam company, they promised 150 USD Free Credit after 2 hours the credit has gone. Remained only what I have charged extra. Disappear from the internet jokers."
Serg,PL,"Mar 19, 2022",1,Tried to pay by PayPal,"Tried to pay by PayPal - denied, funds still blocked. Tried pay by Revolut card - accepted, funds blocked. Asking for photo of credit card (Virtual card by Revolut how I can photo it?) and photo of your ID. This requests are breaching GDPR as I already provided all info needed to PayPal and Revolut. It is like only service Vultr can provide is to steal as much money as they can and then deny the service."
yongzanyongzan,HK,"Mar 18, 2022",3,Better than others company in the…,"Better than others company in the market, but still nothing amazing."
dominique schmitz,BE,"Mar 15, 2022",1,Bad bad bad,Bad bad bad . Worst ever never again.
Mojtaba Asadpour,TR,"Mar 10, 2022",1,Worst cloud provider I've ever used.,
Michael Kemp,GB,"Mar 5, 2022",5,Very good,"The support team is amazing,they got back to me after 10 minutes because of a request"
Mohamed Hafiz,EG,"Feb 12, 2022",1,Avoid them and do not use them by your…,"Avoid them and do not use them by your head they asked for id i sent it then they ask for more info they don't know what they want and before i buy they didn't require anything but after they got the money they required these info, scammers"
Dale Shadbegian,US,"Feb 11, 2022",5,Great experience with ssd cloud instances,"I had a great experience setting up a cloud instance to run a new project I am working on. Everything works well, the interface is easy to use, and support is always responsive when I have a question. Highly recommended."
Mark,GB,"Feb 1, 2022",1,Absolute scam of a company,"Absolute scam of a company. I was one of those silly folk who fell for the FREE might I add but yeah FREE $100 credit when I signed up just to test the service out. Once I was done I didn’t use my instance what so ever but some how racked up a bill of $75?! Upon asking them about this they tried to tell me that I had to pay which is hilarious instantly contacted my bank to refuse payments to the company, they give no warning what so ever of how when your instance is left idle that you have to manually go and “destroy” the server yourself. To anyone thinking about going to this service please don’t. The customer service team drops copy and pasted replies and are a headache to deal with. Avoid at all costs."
Dylan Jackson,ID,"Feb 1, 2022",1,Be careful with them,Be careful with them. Terrible support and will close your account and lose all your data without sufficient notice as if you are some kind of a criminal. Doing business with Vultr has cost us thousands of dollars.
Haydrion Rayel,NL,"Jan 26, 2022",5,Very good VPS hosting,Very good VPS hosting. Fast en always uptime. Very friendly and fast support
